first_date,last_date,person,name,allegation,text,corruption,crime,elections,ethics,resolved,sexual-harassment-abuse,unresolved,censure,conviction,exclusion,expulsion,plea,reprimand,resignation,settlement
2008-10-13,2008-11-04,412197,Mahoney,sexual harassment,In Oct. 2008 Rep. Mahoney was [accused of paying off an ex-staffer](https://en.wikipedia.org/wiki/Tim_Mahoney#Residency_and_Sex_Scandals) to head off a sexual harassment lawsuit. The next month he lost the election.,,,,,X,X,,,,,,,,,
2008-05-22,2013,400336,Rick Renzi,personal gain in a land swap deal,In 2013 Renzi was convicted for allegations of personal gain in a land swap deal. The House Committee on Standards of Official Conduct [deferred to the Department of Justice](https://ethics.house.gov/sites/ethics.house.gov/files/documents/Press%20Statement%20Renzi.pdf). Representative Renzi did not run for reelection in 2008 and in 2013 Renzi was convicted and was sentenced to serve three years in prison.,,X,,,X,,,,X,,,,,,
2008-05-08,2014,400418,David Vitter,hiring prostitutes,"In 2008 Vitter was investigated for hiring prostitutes. The Senate Select Committee on Ethics [dismissed the charges because the solicitation happened before his Senate term, did not involve public funds and did not result in criminal charges](https://www.ethics.senate.gov/public/index.cfm/letterstomembers?ID=4609ED24-76A6-40DD-AF03-33131E8A284C). In 2014, Senator Vitter lost the election for Louisiana Governor and did not run again for the Senate.",,X,,,X,,,,,,,,,,
2007,2008-04-24,300036,Pete Domenici,attempting to influence a federal investigation,"In 2008 Domenici received a qualified admonishment for attempting to influence a federal investigation. Senate Select Committee on Ethics [issued a qualified admonishment because while they found no evidence of wrongdoing, the senator should have known how it would look](https://www.ethics.senate.gov/public/index.cfm/letterstomembers?ID=2AC523B2-7968-4C2F-8221-D6F21187B6E4). In 2007, Senator Domenici announced he would retire from the Senate in 2008 at the end of his term.",,,,X,X,,,,,,,,X,,
2007,2008-02-13,300029,Larry Craig,using his status to receive special treatment and using campaign funds to pay legal expenses stemming from an arrest and guilty plea on disorderly conduct at the Minneapolis-St. Paul airport,"In 2007 Craig pleaded guilty to using his status to receive special treatment and using campaign funds to pay legal expenses stemming from an arrest and guilty plea on disorderly conduct at the Minneapolis-St. Paul airport. The Senate Select Committee on Ethics [admonished the senator on both counts](https://www.ethics.senate.gov/public/index.cfm/files/serve?File_id=ED41D9EA-3E36-4D89-9FAC-8CABA610D07A). In 2007, Senator Craig was arrested for lewd conduct, pleaded to disorderly conduct and subsequently attempted to withdraw his guilty plea. He retired at the end of his term in 2008 and [as of 2016](https://en.wikipedia.org/wiki/Larry_Craig#2007_arrest_and_consequences) has been ordered to personally pay for legal fees incurred that had previously been paid with campaign funds.",,,X,,X,,,,,,,X,X,,
2008,2010,300094,Ted Stevens,making false statements,"In 2008 Stevens was convicted of making false statements. Prior to sentencing in 2009, the indictment was dismissed. Stevens lost the 2008 election and died in 2010.",,X,,,X,,,,X,,,,,,
2006-09-29,2008-09-19,400136,Foley,sexual abuse of underage Congressional pages,"In 2006, Foley faced allegations of [sexual abuse of underage Congressional pages](https://web.archive.org/web/20060930231243/http://blogs.abcnews.com/theblotter/2006/09/foley_resigns_o.html). In light of [Speaker Hastert's plan to expel him if he remained](http://www.washingtonpost.com/wp-dyn/content/article/2006/10/02/AR2006100200660.html), Foley [resigned on Sept. 29, 2006](https://web.archive.org/web/20060930231243/http://blogs.abcnews.com/theblotter/2006/09/foley_resigns_o.html). In 2008, the Florida Department of Law Enforcement [closed a criminal investigation](http://www.cnn.com/2008/POLITICS/09/19/foley.investigation/) without filing charges due to insufficient evidence.",,,,,X,X,,,,,,,,,
2006-08-14,2006-11-03,400293,Ney,involvement in the Jack Abramoff influence-peddling investigation,"Ney faced an allegation of involvement in the Jack Abramoff influence-peddling investigation. On Aug. 14, 2006, he [withdrew from election](https://en.wikipedia.org/wiki/Bob_Ney#Electoral_history). On Oct. 3, 2006, he [pleaded guilty](http://www.washingtonpost.com/wp-dyn/content/article/2006/11/04/AR2006110400194.html). On Nov. 3, 2006, he [resigned](http://www.washingtonpost.com/wp-dyn/content/article/2006/11/04/AR2006110400194.html).",X,,,,X,,,,,,,X,,X,
2005-07-14,2005-11-28,400091,Cunningham,"tax evasion, conspiracy to commit bribery, mail fraud and wire fraud","Cunningham faced an allegation of tax evasion, conspiracy to commit bribery, mail fraud and wire fraud. On Jul. 14, 2005, he [announced he would not run for re-election](https://en.wikipedia.org/wiki/Duke_Cunningham#Scandals_and_corruption). On Nov. 28, 2005, he [pleaded guilty](https://en.wikipedia.org/wiki/Duke_Cunningham#Plea_agreement). On Nov. 28, 2005, he [resigned](https://en.wikipedia.org/wiki/Duke_Cunningham#Resignation).",X,,,,X,,,,,,,X,,X,
2004-12-28,2006-12-19,400262,McDermott,improperly disclosing the contents of an intercepted cell-phone conversation to the news media,"On Dec. 28, 2004, the House Committee on Standards of Official Conduct investigated McDermott for improperly disclosing the contents of an intercepted cell-phone conversation to the news media and established investigative subcommittee. On Dec. 8, 2006, the House Committee on Standards of Official Conduct [concluded that McDermott’s conduct was inconsistent with the spirit of the applicable rules.](https://www.congress.gov/109/crpt/hrpt732/CRPT-109hrpt732.pdf).",,,,X,X,,,,,,,,,,
2004-11-02,2004-11-18,400022,Bell,"filing a complaint against DeLay which contained innuendo, speculative assertions, or conclusory statements in violation of Committee Rule 15(a)(4)","On Nov. 18, 2004, the House Committee on Standards of Official Conduct investigated Bell for filing a complaint against DeLay which contained innuendo, speculative assertions, or conclusory statements in violation of Committee Rule 15(a)(4) and resolved the matter by a public letter. In 2004, Bell lost in the primary election.",,,,X,X,,,,,,,,,,
2004-11-18,2004,400258,McCarthy,conversion of campaign funds to personal use,"On Nov. 18, 2004, the House Committee on Standards of Official Conduct investigated McCarthy for conversion of campaign funds to personal use and issued a public statement finding McCarthy to be at fault, but did not pursue further when she resigned. In 2004, [McCarthy did not seek reelection after acknowledging that she had untreated alcoholism](http://www.washingtonpost.com/wp-dyn/content/article/2010/10/06/AR2010100606919.html).",,,X,,X,,,,,,,,,,
2004-10-06,2013,400104,DeLay,"solicitation and receipt of campaign contributions in return for legislative assistance, use of corporate political contributions in violation of state law, and improper use of official resources for political purposes","On Oct. 6, 2004, the House Committee on Standards of Official Conduct investigated DeLay for solicitation and receipt of campaign contributions in return for legislative assistance, use of corporate political contributions in violation of state law, and improper use of official resources for political purposes. They resolved the first and third allegations by public letter and the second allegation was deferred due to astate grand jury investigation. In 2005, he was [convicted of conspiring to influence Texas legislative races via a PAC using illegal corporate contributions](https://www.washingtonpost.com/news/the-fix/wp/2015/07/29/more-than-two-dozen-members-of-congress-have-been-indicted-since-1980/?utm_term=.49772980fe0c). In 2013, his conviction overturned.",,,X,,X,,,,X,,,,,,
2004-10-04,2004-10-04,400104,DeLay,improperly linking personal interest of a member with effort achieve a legislative goal,"On Oct. 4, 2004, the House Committee on Standards of Official Conduct investigated DeLay for improperly linking the personal interest of a member with an effort to achieve a legislative goal and [issued a report finding DeLay's behavior inappropriate](https://www.congress.gov/108/crpt/hrpt722/CRPT-108hrpt722.pdf).",,,,X,X,,,,,,,,,,
2004-10-04,2004-10-04,400276,Miller,threatening to retaliate against a member for a particular vote,"On Oct. 4, 2004, the House Committee on Standards of Official Conduct investigated Miller for threatening to retaliate against a member for a particular vote and [issued a report finding Miller's behavior inappropriate](https://www.congress.gov/108/crpt/hrpt722/CRPT-108hrpt722.pdf).",,,,X,X,,,,,,,,,,
2004-10-04,2004-10-04,400382,Smith,public statements impugning reputation of the House and failing to cooperate with the investigation,"On Oct. 4, 2004, the House Committee on Standards of Official Conduct investigated Smith for public statements impugning the reputation of the House and failing to cooperate with the investigation. They [issued a report finding Smith's behavior inappropriate](https://www.congress.gov/108/crpt/hrpt722/CRPT-108hrpt722.pdf).",,,,X,X,,,,,,,,,,
2003-12-08,2004-01-20,400200,Janklow,vehicular manslaughter,"Janklow faced an allegation of, on August 16, 2003, committing vehicular manslaughter. On Dec. 8, 2003, [convicted](https://en.wikipedia.org/wiki/Bill_Janklow#Vehicular_manslaughter). On Jan. 20, 2004, he [resigned](http://news.minnesota.publicradio.org/features/2003/12/08_hetlandc_janklow/).",,X,,,X,,,,X,,,,,X,
